iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI[dB],bps_Hz,bitrate[bps],bps/user
355,,,2076192,4.993037332,35000000,3.073706907,1.2,1378601094,664.0046266
356,,,2076192,4.993038363,35000000,3.072616863,1.2,1376243544,662.8691102
357,,,2076192,4.993039697,35000000,3.066853109,1.2,1376143786,662.8210617
358,,,2076192,4.993041197,35000000,3.065439945,1.2,1353381699,651.8576795
359,,,2076192,4.993043012,35000000,3.064637422,1.2,1345425951,648.0257851
360,,,2076192,4.993044871,35000000,3.061080382,1.2,1345240805,647.9366096
361,,,2076192,4.993047459,35000000,3.057208978,1.2,1345073216,647.85589
362,,,2076192,4.993050009,35000000,3.054642584,1.2,1344923021,647.7835483
363,,,2076192,4.993053256,35000000,3.050292977,1.2,1341132260,645.9577245
364,,,2076192,4.993056143,35000000,3.051667793,1.2,1340867102,645.8300109
365,,,2076192,4.993058957,35000000,3.048944436,1.2,1340593977,645.69846
366,,,2076192,4.993062178,35000000,3.047311148,1.2,1338069912,644.4827416
367,,,2076192,4.993064582,35000000,3.047627227,1.2,1329947237,640.5704466
368,,,2076192,4.993066951,35000000,3.045001984,1.2,1329744346,640.472724
369,,,2076192,4.993069506,35000000,3.041704245,1.2,1333746917,642.4005664
370,,,2076192,4.993072004,35000000,3.038444536,1.2,1337050400,643.9916923
371,,,2076192,4.993075458,35000000,3.03956891,1.2,1340340791,645.5765125
372,,,2076192,4.993079264,35000000,3.039755675,1.2,1336566254,643.7585031
373,,,2076192,4.993083058,35000000,3.038382061,1.2,1328002155,639.6335961
374,,,2076192,4.993086336,35000000,3.036325829,1.2,1327771263,639.5223865
375,,,2076192,4.993088994,35000000,3.030606786,1.2,1324080403,637.7446801
376,,,2076192,4.993091245,35000000,3.030382621,1.2,1327288726,639.2899725
377,,,2076192,4.993093905,35000000,3.023903432,1.2,1325041763,638.2077202
378,,,2076192,4.99309683,35000000,3.022873484,1.2,1320715613,636.1240254
379,,,2076192,4.993099649,35000000,3.02324043,1.2,1318479977,635.0472292
380,,,2076192,4.993101917,35000000,3.021736164,1.2,1314722911,633.2376344
381,,,2076192,4.993104246,35000000,3.017579307,1.2,1318138459,634.8827366
382,,,2076192,4.993107065,35000000,3.011639044,1.2,1322207471,636.8425807
383,,,2076192,4.993110444,35000000,3.009449635,1.2,1310684666,631.2926098
384,,,2076192,4.993113843,35000000,3.004004156,1.2,1308217350,630.1042245
385,,,2076192,4.993116985,35000000,3.000402162,1.2,1296747640,624.579827
386,,,2076192,4.993120213,35000000,2.99955182,1.2,1296651191,624.5333721
387,,,2076192,4.993123461,35000000,2.995750532,1.2,1282293759,617.6181006
388,,,2076192,4.99312681,35000000,2.993570258,1.2,1282221571,617.583331
389,,,2076192,4.993130119,35000000,2.991476048,1.2,1295736924,624.0930147
390,,,2076192,4.993133628,35000000,2.995678086,1.2,1310879218,631.3863161
391,,,2076192,4.993136872,35000000,2.991165625,1.2,1288030517,620.3812159
392,,,2076192,4.9931402,35000000,2.977966765,1.2,1288389676,620.5542049
393,,,2076192,4.99314369,35000000,2.975558248,1.2,1274767364,613.9930043
394,,,2076192,4.993147196,35000000,2.967706564,1.2,1275153216,614.1788505
395,,,2076192,4.993150777,35000000,2.965170533,1.2,1275797517,614.4891787
396,,,2076192,4.993154282,35000000,2.962558144,1.2,1276182688,614.6746967
397,,,2076192,4.993157685,35000000,2.957750958,1.2,1276582653,614.8673404
398,,,2076192,4.993160408,35000000,2.953874431,1.2,1267291431,610.3922138
399,,,2076192,4.993163015,35000000,2.952059179,1.2,1244559442,599.4433278
400,,,2076192,4.993165124,35000000,2.946755598,1.2,1229808832,592.3386815
401,,,2076192,4.993166999,35000000,2.949987079,1.2,1218410192,586.8485148
402,,,2076192,4.993168829,35000000,2.94662675,1.2,1218542278,586.9121344
403,,,2076192,4.993170807,35000000,2.942346537,1.2,1218652176,586.9650671
404,,,2076192,4.993172671,35000000,2.938896257,1.2,1187266374,571.8480631
405,,,2076192,4.993174156,35000000,2.940104439,1.2,1187323006,571.8753401
406,,,2076192,4.993175622,35000000,2.933431008,1.2,1183889728,570.2216984
407,,,2076192,4.993177296,35000000,2.930126445,1.2,1183927092,570.2396945
408,,,2076192,4.993179207,35000000,2.930335448,1.2,1187434715,571.9291449
409,,,2076192,4.99318093,35000000,2.930476907,1.2,1187185047,571.808892
410,,,2076192,4.993182566,35000000,2.93227827,1.2,1184821778,570.6706211
411,,,2076192,4.993184447,35000000,2.931851272,1.2,1185082012,570.7959631
412,,,2076192,4.993186531,35000000,2.924671356,1.2,1173499421,565.2171962
413,,,2076192,4.993188072,35000000,2.921553749,1.2,1173471875,565.2039286
414,,,2076192,4.993189757,35000000,2.921774,1.2,1182648700,569.6239556
415,,,2076192,4.993191573,35000000,2.91987273,1.2,1171128173,564.0750821
416,,,2076192,4.993193136,35000000,2.91396845,1.2,1171112586,564.0675747
417,,,2076192,4.993194949,35000000,2.911391409,1.2,1145856667,551.9030354
418,,,2076192,4.993197033,35000000,2.913031838,1.2,1148148412,553.0068568
419,,,2076192,4.993198659,35000000,2.918363147,1.2,1148147662,553.0064957
420,,,2076192,4.993199739,35000000,2.90883668,1.2,1142423517,550.2494551
421,,,2076192,4.993200395,35000000,2.909778279,1.2,1142432275,550.2536736
422,,,2076192,4.9932013,35000000,2.906862362,1.2,1142349850,550.2139737
423,,,2076192,4.993202341,35000000,2.903577101,1.2,1142244987,550.1634659
424,,,2076192,4.993202877,35000000,2.901726433,1.2,1118501032,538.7271658
425,,,2076192,4.993203097,35000000,2.897244605,1.2,1116051662,537.5474243
426,,,2076192,4.993202775,35000000,2.900013564,1.2,1117831281,538.4045794
427,,,2076192,4.993202003,35000000,2.901892727,1.2,1145636421,551.7969539
428,,,2076192,4.993201783,35000000,2.903182528,1.2,1122338992,540.5757234
429,,,2076192,4.993201371,35000000,2.899157295,1.2,1122334517,540.5735678
430,,,2076192,4.993199924,35000000,2.892452968,1.2,1098871355,529.2725119
431,,,2076192,4.99319857,35000000,2.894561744,1.2,1112856599,536.0085189
432,,,2076192,4.993197421,35000000,2.89412204,1.2,1124042324,541.396135
433,,,2076192,4.993196414,35000000,2.893132607,1.2,1127574356,543.0973414
434,,,2076192,4.993194916,35000000,2.891604359,1.2,1127519567,543.0709523
435,,,2076192,4.993192847,35000000,2.895623805,1.2,1115325877,537.1978492
436,,,2076192,4.993190357,35000000,2.890292128,1.2,1115264937,537.1684973
437,,,2076192,4.993187882,35000000,2.8901007,1.2,1115197115,537.1358309
438,,,2076192,4.993184943,35000000,2.890479838,1.2,1115123968,537.1005995
439,,,2076192,4.993181981,35000000,2.888971525,1.2,1111054335,535.1404567
440,,,2076192,4.993179743,35000000,2.882153625,1.2,1110975626,535.1025465
441,,,2076192,4.993177981,35000000,2.887656152,1.2,1108469690,533.8955596
442,,,2076192,4.993176445,35000000,2.880719611,1.2,1106391435,532.894566
443,,,2076192,4.99317534,35000000,2.879603629,1.2,1106282817,532.84225
444,,,2076192,4.993173797,35000000,2.876250485,1.2,1108602110,533.9593401
445,,,2076192,4.993172854,35000000,2.872723912,1.2,1106087938,532.7483863
446,,,2076192,4.993172492,35000000,2.864761573,1.2,1105981198,532.6969752
447,,,2076192,4.993173225,35000000,2.86385776,1.2,1109507747,534.395541
448,,,2076192,4.993174461,35000000,2.860338691,1.2,1109325015,534.3075281
449,,,2076192,4.993176323,35000000,2.859289626,1.2,1101155390,530.3726197
450,,,2076192,4.993178134,35000000,2.855480742,1.2,1104278514,531.8768758
451,,,2076192,4.993180181,35000000,2.851954836,1.2,1104134626,531.8075717
452,,,2076192,4.993182352,35000000,2.846570805,1.2,1106024222,532.7176977
453,,,2076192,4.993184747,35000000,2.841385771,1.2,1102616277,531.0762575
454,,,2076192,4.99318712,35000000,2.841396961,1.2,1104607835,532.0354932
455,,,2076192,4.99318982,35000000,2.835085869,1.2,1102468116,531.0048955
456,,,2076192,4.993192757,35000000,2.832814427,1.2,1091371335,525.6601197
457,,,2076192,4.993195437,35000000,2.826099765,1.2,1091317279,525.6340834
458,,,2076192,4.993198463,35000000,2.821430585,1.2,1080250708,520.3038582
459,,,2076192,4.993201452,35000000,2.813918987,1.2,1091209226,525.5820398
460,,,2076192,4.993205551,35000000,2.809471238,1.2,1091102134,525.5304587
461,,,2076192,4.993209675,35000000,2.800534944,1.2,1096235742,528.0030663
462,,,2076192,4.993214196,35000000,2.798886889,1.2,1102952167,531.2380392
463,,,2076192,4.993218894,35000000,2.795648992,1.2,1086756799,523.4375236
464,,,2076192,4.993224,35000000,2.790276985,1.2,1074580351,517.5727252
465,,,2076192,4.99322939,35000000,2.788400847,1.2,1068792288,514.7848987
466,,,2076192,4.993234989,35000000,2.788003081,1.2,1068566756,514.676271
467,,,2076192,4.993240496,35000000,2.780216838,1.2,1068373599,514.5832364
468,,,2076192,4.993246085,35000000,2.778336198,1.2,1055893891,508.5723722
469,,,2076192,4.993252031,35000000,2.767834024,1.2,1032665209,497.384254
470,,,2076192,4.993258234,35000000,2.760932103,1.2,1032652235,497.3780052
471,,,2076192,4.993264358,35000000,2.754950879,1.2,1032727681,497.4143439
472,,,2076192,4.993270103,35000000,2.749117283,1.2,1032860568,497.4783489
473,,,2076192,4.993275715,35000000,2.745832051,1.2,1036263951,499.1175916
474,,,2076192,4.993281815,35000000,2.741359106,1.2,1022512493,492.4941878
475,,,2076192,4.993287489,35000000,2.732500566,1.2,1032485374,497.2976365
476,,,2076192,4.993292585,35000000,2.730103443,1.2,1044490181,503.0797638
477,,,2076192,4.993297692,35000000,2.724426831,1.2,1032924324,497.509057
478,,,2076192,4.993302467,35000000,2.712709144,1.2,1035217901,498.6137605
479,,,2076192,4.993307483,35000000,2.712947972,1.2,1035373565,498.6887363
480,,,2076192,4.993312528,35000000,2.705837912,1.2,1028222777,495.2445519
481,,,2076192,4.993317446,35000000,2.693107489,1,1024878551,493.6338024
482,,,2076192,4.993322017,35000000,2.691081766,1,1028226808,495.2464938
483,,,2076192,4.993326604,35000000,2.682154301,1,1024746132,493.5700222
484,,,2076192,4.993331315,35000000,2.680285909,1,1027842716,495.061495
485,,,2076192,4.993336241,35000000,2.66865114,1,1025184913,493.7813616
486,,,2076192,4.993340906,35000000,2.668588602,1,1035352507,498.6785937
487,,,2076192,4.993345334,35000000,2.668645233,1,1032424645,497.268386
488,,,2076192,4.993350388,35000000,2.662200254,1,1031875246,497.0037677
489,,,2076192,4.993355648,35000000,2.662524324,1,1033489460,497.7812555
490,,,2076192,4.993360815,35000000,2.655478845,1,1032941970,497.5175564
491,,,2076192,4.993365835,35000000,2.657902444,1,1032630423,497.3674993
492,,,2076192,4.99337049,35000000,2.657526151,1,1032455279,497.2831412
493,,,2076192,4.993374872,35000000,2.648777816,1,1029950788,496.0768503
494,,,2076192,4.993378913,35000000,2.645983577,1,1032325178,497.2204779
495,,,2076192,4.99338319,35000000,2.637489383,1,1017452540,490.0570566
496,,,2076192,4.993386714,35000000,2.632293431,1,1009496755,486.2251446
497,,,2076192,4.993390419,35000000,2.632980013,1,998892661.2,481.1176718
498,,,2076192,4.99339435,35000000,2.630575367,1,1003618144,483.3937053
499,,,2076192,4.993397346,35000000,2.629285799,1,1003476098,483.3252889
500,,,2076192,4.993399464,35000000,2.628935469,1,992757311.3,478.1625742
501,,,2076192,4.993401498,35000000,2.626007028,1,994352206.6,478.9307572
502,,,2076192,4.993403225,35000000,2.613430308,1,994123652.1,478.8206737
503,,,2076192,4.993404766,35000000,2.603344511,1,993863251.5,478.6952515
504,,,2076192,4.993406691,35000000,2.598986908,1,989046903.7,476.3754526
505,,,2076192,4.993408807,35000000,2.597958528,1,988742818.2,476.2289895
506,,,2076192,4.993410986,35000000,2.590040971,1,976038209.4,470.1098017
507,,,2076192,4.993413496,35000000,2.583632349,1,975660353.5,469.927807
508,,,2076192,4.993416347,35000000,2.581858417,1,979357396.6,471.7084916
509,,,2076192,4.993419096,35000000,2.572086085,1,987653521.9,475.7043289
510,,,2076192,4.993446036,35000000,2.569652063,1,989271517.9,476.4836383
511,,,2076192,4.993505294,35000000,2.570185514,1,1011307999,487.0975317
512,,,2076192,4.99353956,35000000,2.564435061,1,1010856118,486.879883
513,,,2076192,4.993553725,35000000,2.56094794,1,1010419200,486.6694408
514,,,2076192,4.993575708,35000000,2.561023782,1,1003486098,483.3301052
515,,,2076192,4.993608859,35000000,2.551084902,1,999194824.1,481.2632088
516,,,2076192,4.993625051,35000000,2.554093107,1,1002521135,482.8653297
517,,,2076192,4.993672722,35000000,2.559366047,1,1002059163,482.6428208
518,,,2076192,4.99369142,35000000,2.554569318,1,999453253.7,481.3876817
519,,,2076192,4.9936993,35000000,2.546331006,1,976296701.6,470.2343047
520,,,2076192,4.993755644,35000000,2.540338547,1,975893822.3,470.0402575
521,,,2076192,4.993807863,35000000,2.541457302,1,979174925.7,471.6206043
522,,,2076192,4.993866671,35000000,2.529244153,1,979545200.3,471.7989475
523,,,2076192,4.993891051,35000000,2.518847688,1,974536751,469.3866227
524,,,2076192,4.993902707,35000000,2.506785346,1,971205501.1,467.7821228
525,,,2076192,4.993935517,35000000,2.499930193,1,983559319.6,473.7323521
526,,,2076192,4.993962828,35000000,2.486460364,1,971474822.6,467.9118418
527,,,2076192,4.993975841,35000000,2.485256857,1,957619721.2,461.238518
528,,,2076192,4.993983439,35000000,2.479212103,1,954494877.2,459.7334337
529,,,2076192,4.993989237,35000000,2.472412434,1,966716724.9,465.6200992
530,,,2076192,4.993994734,35000000,2.466366741,1,965705069.5,465.1328343
531,,,2076192,4.994000213,35000000,2.467024884,1,950557538.4,457.8370104
532,,,2076192,4.994005861,35000000,2.46543433,1,949372100.1,457.2660429
533,,,2076192,4.994011471,35000000,2.458845703,1,957237828.8,461.0545791
534,,,2076192,4.994017472,35000000,2.449969637,1,952463409,458.754975
535,,,2076192,4.994024189,35000000,2.441590095,1,950476441.5,457.7979501
536,,,2076192,4.994031097,35000000,2.436471432,1,951727713.3,458.4006264
537,,,2076192,4.994038607,35000000,2.443708955,1,939171186,452.3527622
538,,,2076192,4.994082807,35000000,2.439502192,1,933769539.6,449.7510536
539,,,2076192,4.994111482,35000000,2.452609166,1,930024471.3,447.9472377
540,,,2076192,4.994173848,35000000,2.463315299,1,938046669.4,451.8111376
541,,,2076192,4.994236487,35000000,2.478148057,1,937938148.6,451.7588685
542,,,2076192,4.994264383,35000000,2.494608928,1,934034776,449.878805
543,,,2076192,4.994279532,35000000,2.503388881,1,931956650.3,448.8778737
544,,,2076192,4.994290548,35000000,2.51042337,1,926496469.9,446.2479722
545,,,2076192,4.994300537,35000000,2.515865422,1,901563626.4,434.2390426
546,,,2076192,4.994309933,35000000,2.512849008,1,903751321.9,435.2927484
547,,,2076192,4.994323032,35000000,2.517523684,1,883131633.9,425.3612546
548,,,2076192,4.994360532,35000000,2.511266621,1,888146349.9,427.7765977
549,,,2076192,4.994378484,35000000,2.501413362,1,891515187.4,429.3992017
550,,,2076192,4.99438884,35000000,2.487159411,1,893009052.5,430.1187234
551,,,2076192,4.994395974,35000000,2.471006698,1,894985709.4,431.0707822
552,,,2076192,4.994401643,35000000,2.454729825,1,899280096.3,433.139178
553,,,2076192,4.994412023,35000000,2.420530121,1,901946159.2,434.4232899
554,,,2076192,4.994450807,35000000,2.401761539,1,921605404.5,443.8921855
555,,,2076192,4.9944674,35000000,2.370594559,1,915860026.5,441.1249183
556,,,2076192,4.994490332,35000000,2.354691705,1,909488066.7,438.0558574
557,,,2076192,4.994570383,35000000,2.340549589,1,927369801,446.668613
558,,,2076192,4.994672908,35000000,2.315369635,1,927985426.5,446.9651297
559,,,2076192,4.994732948,35000000,2.297917646,1,929409517.6,447.6510446
560,,,2076192,4.994793543,35000000,2.269312981,1,917335891.1,441.8357701
561,,,2076192,4.994840532,35000000,2.243606993,1,919530219.7,442.8926706
562,,,2076192,4.994858925,35000000,2.226859516,1,921479245.7,443.831421
563,,,2076192,4.99490655,35000000,2.210386672,1,917733796.9,442.0274218
564,,,2076192,4.994924299,35000000,2.197337824,1,926003025.9,446.0103044
565,,,2076192,4.994958874,35000000,2.194542101,1,926877817,446.4316484
566,,,2076192,4.994985155,35000000,2.1824876,1,918328342.7,442.3137854
567,,,2076192,4.99503807,35000000,2.180604914,1,928008129.3,446.9760645
568,,,2076192,4.995061807,35000000,2.172020488,1,928313772.7,447.1232779
569,,,2076192,4.995121529,35000000,2.163731654,1,928487382.9,447.2068975
570,,,2076192,4.995159591,35000000,2.159560599,1,928376423.1,447.1534536
571,,,2076192,4.995172601,35000000,2.150143652,1,918917950.1,442.5977704
572,,,2076192,4.995176558,35000000,2.142013651,1,918515819,442.4040835
573,,,2076192,4.995177763,35000000,2.135923307,1,918000338.5,442.1558018
574,,,2076192,4.995177988,35000000,2.129708406,1,905055553.3,435.9209328
575,,,2076192,4.995178045,35000000,2.119914712,1,890858175.2,429.0827511
576,,,2076192,4.995178419,35000000,2.115887078,1,892909119.2,430.0705904
577,,,2076192,4.995179253,35000000,2.104016342,1,904307704.8,435.5607308
578,,,2076192,4.995180408,35000000,2.107561276,1,900572384.1,433.7616098
579,,,2076192,4.995214387,35000000,2.108209269,1,914785183.9,440.6072193
580,,,2076192,4.995233604,35000000,2.109785619,1,910920399.7,438.745742
581,,,2076192,4.99524175,35000000,2.10277392,1,909770864.4,438.1920672
582,,,2076192,4.995274231,35000000,2.102960352,1,908392759.7,437.5283017
583,,,2076192,4.995299782,35000000,2.105004127,1,904510493.7,435.6584043
584,,,2076192,4.995310489,35000000,2.104896979,1,906698522.2,436.7122704
585,,,2076192,4.995315563,35000000,2.106156178,1,900390266.2,433.6738925
586,,,2076192,4.995318388,35000000,2.105648107,1,901352003.1,434.137114
587,,,2076192,4.995320435,35000000,2.105819868,1,889089472.1,428.2308535
588,,,2076192,4.995322467,35000000,2.118995506,1,886760277.8,427.1089946
589,,,2076192,4.995324859,35000000,2.12860936,1,881792136.2,424.7160842
590,,,2076192,4.995327512,35000000,2.136186004,1,880057687.8,423.8806853
591,,,2076192,4.995330214,35000000,2.143288609,1,860983072.5,414.6933774
592,,,2076192,4.995357511,35000000,2.159851012,1,859512386.7,413.98502
593,,,2076192,4.995385898,35000000,2.177181759,1,855370781,411.9902114
594,,,2076192,4.995398226,35000000,2.189117632,1,851057647.4,409.9127862
595,,,2076192,4.995445471,35000000,2.206113572,1,839849689.1,404.5144616
596,,,2076192,4.995558356,35000000,2.232413132,1,830971907.3,400.238469
597,,,2076192,4.995602627,35000000,2.24911519,1,838184874.9,403.7126021
598,,,2076192,4.995622392,35000000,2.268586154,1,824664601,397.2005484
599,,,2076192,4.995633192,35000000,2.294360552,1,826449845.4,398.0604132
600,,,2076192,4.995640972,35000000,2.313073184,1,821702578.7,395.7738873
601,,,2076192,4.995656373,35000000,2.32686475,1,820109098.1,395.0063858
602,,,2076192,4.995701546,35000000,2.335423332,1,809674272.3,389.9804413
603,,,2076192,4.995760564,35000000,2.352434581,1,811155233.8,390.6937479
604,,,2076192,4.995786433,35000000,2.373403668,1,807051205.9,388.7170387
605,,,2076192,4.995799643,35000000,2.365749249,1,801852125.3,386.2128962
606,,,2076192,4.995808581,35000000,2.390178321,1,783237285,377.2470393
607,,,2076192,4.995816025,35000000,2.420002762,1,785106571.6,378.1473831
608,,,2076192,4.995823508,35000000,2.447300633,1,769986693.5,370.8648783
609,,,2076192,4.995831338,35000000,2.482881,1,767080819.8,369.4652613
610,,,2076192,4.995839724,35000000,2.521210733,1,762198871.9,367.1138661
611,,,2076192,4.995848913,35000000,2.562425261,1,755391437.2,363.8350582
612,,,2076192,4.995858915,35000000,2.589041522,1,748875253.6,360.6965317
613,,,2076192,4.995903037,35000000,2.631943185,1,741490327.4,357.1395745
614,,,2076192,4.995939063,35000000,2.660000911,1,736538282.1,354.7544168
615,,,2076192,4.99596763,35000000,2.691868362,1,731975460.4,352.556729
616,,,2076192,4.996026871,35000000,2.717578742,1.2,729473741.9,351.3517738
617,,,2076192,4.996057016,35000000,2.743690406,1.2,725316173.2,349.3492766
618,,,2076192,4.996077186,35000000,2.77100088,1.2,720539003.3,347.0483478
619,,,2076192,4.996093513,35000000,2.803641831,1.2,718319490.3,345.9793171
620,,,2076192,4.996107722,35000000,2.825259005,1.2,714659170.8,344.2163204
621,,,2076192,4.996121403,35000000,2.858669377,1.2,709121842.5,341.5492606
622,,,2076192,4.996135277,35000000,2.893442105,1.2,705878201.2,339.9869575
623,,,2076192,4.996189681,35000000,2.91331293,1.2,703150296.3,338.6730593
624,,,2076192,4.996224561,35000000,2.946120292,1.2,702647811.1,338.4310368
625,,,2076192,4.99624559,35000000,2.972701784,1.2,688664569,331.6959939
626,,,2076192,4.996261644,35000000,3.001278675,1.2,689534489.3,332.1149919
627,,,2076192,4.996275441,35000000,3.019322369,1.2,685809161.7,330.3206841
628,,,2076192,4.996288911,35000000,3.038155826,1.2,682861695.6,328.901034
629,,,2076192,4.996301582,35000000,3.06724969,1.2,683711513.4,329.3103496
630,,,2076192,4.996313022,35000000,3.063790205,1.2,677965117,326.5425919
631,,,2076192,4.996324276,35000000,3.059471174,1.2,677256964.2,326.2015094
632,,,2076192,4.996334869,35000000,3.070825309,1.2,676107564.7,325.6478999
633,,,2076192,4.99636125,35000000,3.071861734,1.2,650945572.9,313.5286008
634,,,2076192,4.996400039,35000000,3.06410614,1.2,649586934.8,312.8742114
635,,,2076192,4.996420673,35000000,3.066707914,1.2,649883700.1,313.0171488
636,,,2076192,4.996434274,35000000,3.085374378,1.2,651835042.1,313.9570146
637,,,2076192,4.996444805,35000000,3.079056342,1.2,651212451,313.657143
638,,,2076192,4.996453917,35000000,3.07747748,1.2,650373614,313.2531163
639,,,2076192,4.996462259,35000000,3.070971805,1.2,649656433.3,312.9076855
640,,,2076192,4.996470438,35000000,3.071398803,1.2,648992732,312.588013
641,,,2076192,4.996477534,35000000,3.063130592,1.2,648911652.6,312.5489611
642,,,2076192,4.996483974,35000000,3.057860725,1.2,649169532.8,312.6731693
643,,,2076192,4.996489958,35000000,3.047913594,1.2,648809222.4,312.4996255
644,,,2076192,4.996495098,35000000,3.043861717,1.2,646602664.2,311.4368344
645,,,2076192,4.996498937,35000000,3.036111132,1.2,646771105.9,311.5179646
646,,,2076192,4.996501837,35000000,3.013493098,1.2,648717054.8,312.4552328
647,,,2076192,4.996504415,35000000,3.01324729,1.2,647738244.8,311.983788
648,,,2076192,4.996506042,35000000,3.02249799,1.2,646501949.5,311.3883251
649,,,2076192,4.996507357,35000000,3.065484812,1.2,645238615.3,310.7798389
650,,,2076192,4.996508945,35000000,3.075579694,1.2,644058238.9,310.2113094
651,,,2076192,4.996551371,35000000,3.098087423,1.2,642021390.3,309.2302592
652,,,2076192,4.996617827,35000000,3.125792928,1.2,639078747.1,307.8129321
653,,,2076192,4.996647408,35000000,3.166791736,1.2,645902543.5,311.0996206
654,,,2076192,4.996701175,35000000,3.171928074,1.2,643458266.3,309.922332
655,,,2076192,4.996725192,35000000,3.189259609,1.2,640177932.1,308.3423557
656,,,2076192,4.996738865,35000000,3.197085569,1.2,636539491.1,306.5898969
657,,,2076192,4.996748755,35000000,3.219347468,1.2,633219412.6,304.9907776
658,,,2076192,4.996758004,35000000,3.232889352,1.2,629433649,303.1673607
659,,,2076192,4.996767374,35000000,3.248122263,1.2,626542028.1,301.7746086
660,,,2076192,4.996777101,35000000,3.245351384,1.2,624128685.3,300.6122196
661,,,2076192,4.996827324,35000000,3.248871346,1.2,622154321.4,299.6612651
662,,,2076192,4.996853606,35000000,3.253569497,1.2,621080260.7,299.1439427
663,,,2076192,4.99689016,35000000,3.244145658,1.2,614937407.2,296.185231
664,,,2076192,4.996967464,35000000,3.247907257,1.2,612962073.6,295.2338096
665,,,2076192,4.997001941,35000000,3.263435936,1.2,611558257,294.5576599
666,,,2076192,4.997020411,35000000,3.267602332,1.2,611773389.2,294.6612786
667,,,2076192,4.997032587,35000000,3.270677044,1.2,585840646.5,282.1707465
668,,,2076192,4.99704169,35000000,3.262064719,1.2,583757203.9,281.1672543
669,,,2076192,4.997088243,35000000,3.25122532,1.2,607372495.4,292.5415835
670,,,2076192,4.997116421,35000000,3.262639655,1.2,608001246.8,292.8444223
671,,,2076192,4.99712977,35000000,3.255213031,1.2,608234216.3,292.9566323
672,,,2076192,4.997137478,35000000,3.246791263,1.2,608173190.8,292.9272393
673,,,2076192,4.997165103,35000000,3.230454611,1.2,603995891.1,290.9152386
674,,,2076192,4.9972002,35000000,3.224326025,1.2,602945518,290.4093253
675,,,2076192,4.997213918,35000000,3.223213341,1.2,602941179.9,290.4072359
676,,,2076192,4.997219562,35000000,3.22274173,1.2,603840178.3,290.8402394
677,,,2076192,4.997251099,35000000,3.220679778,1.2,578406694.8,278.5901761
678,,,2076192,4.997278922,35000000,3.231140923,1.2,578244720.3,278.5121609
679,,,2076192,4.997289034,35000000,3.23988224,1.2,579521954.9,279.1273422
680,,,2076192,4.997308309,35000000,3.226984505,1.2,582326099.1,280.4779612
681,,,2076192,4.997339804,35000000,3.224206952,1.2,579738632,279.231705
682,,,2076192,4.997351181,35000000,3.234581609,1.2,579128900.6,278.9380272
683,,,2076192,4.997354895,35000000,3.234614748,1.2,573097478.2,276.0329864
684,,,2076192,4.997355539,35000000,3.226590361,1.2,573668770.5,276.30815
685,,,2076192,4.997355167,35000000,3.224844407,1.2,572203263.1,275.6022868
686,,,2076192,4.997354714,35000000,3.222073571,1.2,571530287.7,275.2781475
687,,,2076192,4.997354063,35000000,3.200739116,1.2,570500274.2,274.7820405
688,,,2076192,4.997352872,35000000,3.196211603,1.2,569746229,274.4188538
689,,,2076192,4.997351178,35000000,3.189333828,1.2,568194542.5,273.6714825
690,,,2076192,4.997349215,35000000,3.170305591,1.2,566734658,272.9683276
691,,,2076192,4.997347004,35000000,3.159356531,1.2,563944361.6,271.6243785
692,,,2076192,4.997344705,35000000,3.132482888,1.2,564485222.9,271.8848849
693,,,2076192,4.997341798,35000000,3.120504482,1.2,562620603.7,270.9867891
694,,,2076192,4.997338516,35000000,3.111192825,1.2,565234565.6,272.2458066
695,,,2076192,4.997334582,35000000,3.087015779,1.2,564876226.5,272.0732122
696,,,2076192,4.997329576,35000000,3.0448562,1.2,565911379.9,272.5717949
697,,,2076192,4.997323602,35000000,3.006231235,1.2,566024072.2,272.6260732
698,,,2076192,4.997317433,35000000,2.971303769,1.2,566163588.6,272.6932714
699,,,2076192,4.997310444,35000000,2.926452064,1.2,573002670.9,275.9873224
700,,,2076192,4.997303172,35000000,2.882881252,1.2,569412913.6,274.2583121
701,,,2076192,4.997302982,35000000,2.844476825,1.2,571313133.6,275.1735551
702,,,2076192,4.997341408,35000000,2.81329752,1.2,570823209.2,274.9375825
703,,,2076192,4.997367323,35000000,2.772656919,1.2,565951572,272.5911534
704,,,2076192,4.997371749,35000000,2.726190623,1.2,563890752.1,271.5985574
705,,,2076192,4.997368826,35000000,2.687258952,1,564003594.7,271.6529082
706,,,2076192,4.99736258,35000000,2.639267302,1,566508175.1,272.8592419
707,,,2076192,4.99735566,35000000,2.609490992,1,567885226.3,273.5225
708,,,2076192,4.997394025,35000000,2.571155631,1,568126331.2,273.6386284
709,,,2076192,4.997402709,35000000,2.528136355,1,562389960.6,270.8756996
710,,,2076192,4.997400132,35000000,2.471513469,1,573188950.8,276.0770443
711,,,2076192,4.997392989,35000000,2.411031096,1,576769578,277.8016571
712,,,2076192,4.99738414,35000000,2.37315171,1,573307157.6,276.1339788
713,,,2076192,4.997373788,35000000,2.330238205,1,576940099.5,277.8837889
714,,,2076192,4.997362695,35000000,2.285093648,1,576764334.8,277.7991317
715,,,2076192,4.997350773,35000000,2.242159233,1,580734351.7,279.7112944
